"NPI","Provider Other Organization Name","Provider Other Organization Name Type Code"
"1225305865","CVS PHARMACY #05676","3"
"1245519933","Wegmans Pharmacy #053","3"
"1275800781","Coram CVS/specialty Infusion Services","3"
"1295002392","CVS PHARMACY 08266","3"
"1366729451","Coram CVS/specialty Infusion Services","3"
"1376840827","Ultima Medical & Aesthetics","3"
"1396014908","CVS PHARMACY #04996","3"
"1396021598","Coram CVS/specialty Infusion Services","3"
"1407145782","VISION GROUP","3"
"1407153430","Kim's Pharmacy","3"
"1427320357","prospect house","5"
"1467720037","CVS PHARMACY #07147","3"
"1487952453","BioScrip Infusion Services","3"
"1487959342","Harris Teeter Pharmacy #378","5"
"1508157959","UPSTATE HOMECARE","3"
"1528345519","Coram CVS/specialty Infusion Services","3"
"1548528490","Blue Ocean Dental","3"
"1578841623","US Bioservices","3"
"1578841698","CSI Infusion Services","3"
"1578854139","Wegmans Pharmacy #054","3"
"1588954556","MercyOne Des Moines Home Infusion","3"
"1619242484","CVS PHARMACY 05409","3"
"1629355482","Coram CVS/specialty Infusion Services","3"
"1639446149","Coram CVS/specialty Infusion Services","3"
"1649546094","MEDICAL PLAZA-CLEMMONS PHARMACY","3"
"1649562331","CVS PHARMACY # 05966","3"
"1669759650","Coram CVS/specialty Infusion Services","3"
"1679850101","YOUR RX PHARMACY","3"
"1679859862","Coram CVS/specialty Infusion Services","3"
"1699069302","PharMerica","3"
"1699074112","Henderson Pediatric Dentistry","3"
"1730473810","CVS PHARMACY # 00167","3"
"1740558634","Bigfork Valley Hospital Pharmacy","3"
"1780953802","Toledo IV Care","3"
"1790062552","Coram CVS/specialty Infusion Services","3"
"1790081685","Kapolei Professional Pharmacy","3"
"1821396383","Z STOP DRUGS","3"
"1831467711","Coram CVS/specialty Infusion Services","3"
"1861773798","Grants Pass Pharmacy","3"
"1871878876","The Orthopedic and Sports Medicine Institute","3"
"1891071098","Coram CVS/specialty Infusion Services","3"
"1902176142","CVS Pharmacy #04743","3"
"1932468972","CVS PHARMACY 02597","3"
"1932477809","Coram CVS/specialty Infusion Services","3"
"1972880961","Coram CVS/specialty Infusion Services","3"
"1982983888","CVS PHARMACY # 07178","3"
"1982986303","COSTCO Pharmacy # 1097","3"
"1992076590","CVS PHARMACY #02386","3"
"1023379450","Convenient Medical","5"
"1033457205","Family Pharmacy","3"
"1033547070","Urgent Ortho PA","3"
"1043561244","SEECLEAR CLINIC","3"
"1063777415","Renew Clinic & Spa","5"
"1073857736","BETTYS PHARMACY","3"
"1073878625","McNichols Drugstore","3"
"1073950523","NEUROLOGY & HEADACHE CLINIC S C","3"
"1114280526","Palmetto Eye Institute","3"
"1114366671","BioScrip Infusion Services","3"
"1124462940","Kaiser Permanente Westside Medical Center Pharmacy","3"
"1154678829","BioScrip Infusion Services","3"
"1184962482","Easton's NeighboRx Pharmacy","3"
"1225465321","Briargrove Pharmacy","3"
"1255683306","Infiniti Pharmacy and Infusion Services Inc","3"
"1285989178","CVS PHARMACY 02214","3"
"1295074102","Serenity Holistic Ob/Gyn","3"
"1366707390","CVS PHARMACY 07261","3"
"1376891416","CareWell Urgent Care -Warwick","3"
"1376978999","NORTH CAROLINA BAPTIST HOSPITAL PHARMACY","3"
"1386084903","Nilufer Norsworthy, M.D","3"
"1386088003","Hocks Tipp City Pharmacy","3"
"1407108541","Preferred Pharmacy","3"
"1407122815","DE ANZA PHARMACY","3"
"1417209578","Molloy Pharmacy","3"
"1417394925","ESSENTIALRX","3"
"1437494432","UMALIMEDICAL CLINIC","3"
"1437583291","S. LAWRENCE SIMON, D.D.S., P.C.","3"
"1447683651","Granite Pharmacy Missoula","3"
"1538509278","Millennium Pharmacy Services","3"
"1588918049","Mayo Clinic Pharmacy-Red Wing","3"
"1609120062","CVS PHARMACY #08961","3"
"1619312337","BAYSTATE PHARMACY","3"
"1619315744","BioScrip Infusion Services","3"
"1639416878","Health Pathway Pharmacy","3"
"1649515941","Harps Pharmacy #308","3"
"1659629152","CVS PHARMACY #10019","3"
"1699114124","BioScrip Infusion Services","3"
"1710220918","Pharmacy Home Care of East Tennessee","3"
"1710228085","Solera Specialty Pharmacy","3"
"1710232814","CVS PHARMACY #10072","3"
"1710241716","William Marterre MD","5"
"1760738207","premier general and colorectal surgery PA","3"
"1780022814","BioScrip Infusion Services","3"
"1801230529","Kaiser Permanente Westside Inpatient Pharmacy","3"
"1811235781","Shopko RxCare","3"
"1851633986","CHAPEL STREET PHARMACY","3"
"1851734503","chase dental sleepcare of riverhead","5"
"1861827578","Eyes All Over","3"
"1891045712","Carolyn Merritt MD & Associates","5"
"1912258807","The Apothecary Shoppe","3"
"1912259169","C & P PHARMACY","4"
"1922351337","Shelton Eye Care","3"
"1922359785","Barr Pharmacy","3"
"1932454279","Gerardo Perez Single Member","3"
"1932547759","CHL & ASSOCIATES","4"
"1972855773","Panhandle Pediatric Dentistry","3"
"1013392117","BAYSTATE PHARMACY","3"
"1033524392","Torpey Family Medicine","3"
"1043649635","Advanced Home Care INC","3"
"1063892057","Giant Pharmacy 6332","3"
"1093123127","Spine, Orthopedics and Rehabilitation","3"
"1154709426","OHSU - Inpatient Pharmacy","3"
"1154722361","Bend Treatment Center","3"
"1154739258","Spine, Orthopedics and Rehabilitation","3"
"1194134916","Spine, Orthopedics and Rehabilitation","3"
"1225418106","PARAGON HEALTHCARE SPECIALTY #2","3"
"1245627819","Southern Pines Oral & Maxillofacial Surgery Center","3"
"1245650225","Baystate Medical Center Inc","3"
"1275963308","Gateway Pharmacy Sunrise","3"
"1285056846","Hunters Green Country Pharmacy LLC","3"
"1306261326","SHOPKO PHARMACY 794","3"
"1306274949","Coram CVS/specialty Infusion Services","3"
"1326448531","Heart Rhythm Solutions","3"
"1326453143","Spine, Orthopedics and Rehabilitation","3"
"1336547579","Sheldon's Express Pharmacy #5","3"
"1346647617","Kalkaska Memorial Health Center Pharmacy","3"
"1366836041","Kaiser Permanente Skyline Institutional Pharmacy","3"
"1386053106","Spine, Orthopedics and Rehabilitation","3"
"1396154118","Spine, Orthopedics and Rehabilitation","3"
"1417358516","PharMerica","3"
"1437541869","divvyDOSE","3"
"1457740359","Salish Cancer Center","3"
"1457740359","Salish Integrative Cancer Care","4"
"1497145213","Robert Carroll MD APC","4"
"1497165781","Dr Zha Medical","3"
"1548685316","UW Health Pharmacy Services","5"
"1568842003","GALT PHARMACY","3"
"1588061634","NAMPC, PLLC","3"
"1588073308","Spine, Orthopedics and REhabilitation","3"
"1598179376","QUICK STOP PHARMACY","3"
"1629409875","BAYSTATE PHARMACY","3"
"1629491766","Walla Walla Pediatric Dentistry","3"
"1639579857","Tower IV Pharmacy","3"
"1639590516","T.H.I Pharmacy","3"
"1649693342","Bi-Mart Pharmacy #685","3"
"1669857934","UW Health Remote Dispensing Services","3"
"1720409600","Texas Health Rx, LLC","5"
"1730594896","Rivera Orthodontics","3"
"1740673540","Cabrini Pharmacy Services","3"
"1780089599","ARTHUR AVENUE PHARMACY","3"
"1790199750","Metro Pharmacy","3"
"1821411059","Belle Harbor Drugs","3"
"1821481912","I. BASIL KELLER,M.D. NEUROLOGICAL SURGEON, CLINICAL NEUROSCIENCE","5"
"1831516442","Hoerning Pharmacy","3"
"1831592492","ASC SPECIALTY PHARMACY","3"
"1841692464","ASC Specialty Pharmacy","3"
"1942603147","Center for Comprehensive Medicine","3"
"1982022000","Mikes Pharmacy","3"
"1013462480","BioScrip Infusion Services","3"
"1023475449","ALBION - HANCOCK PHARMACY","3"
"1053835074","RITE AID","3"
"1053835074","Rite Aid #18885","3"
"1063869238","Hudson Regional LTC Pharmacy","3"
"1063881803","STOP & SHOP PHARMACY 2581","3"
"1063937662","RITE AID","3"
"1063937662","Rite Aid #19531","3"
"1073970661","Claiborne Pharmacy","3"
"1073982815","STOP & SHOP PHARMACY 2589","3"
"1093168023","Home Solutions, a BioScrip company","3"
"1124488168","CITY PHARMACY","3"
"1134572159","New England Home Therapies","3"
"1144676370","Coborn's Pharmacy #2046","3"
"1154842524","Alto Pharmacy","3"
"1174993380","STOP & SHOP PHARMACY 2587","3"
"1174997530","DBA: Sugarbeats Pharmacy","3"
"1184148876","RITE AID","3"
"1184148876","Rite Aid #19314","3"
"1205298643","GuidePoint Pharmacy #103","3"
"1215452099","Rite Aid #19573","3"
"1245755909","Walgreens #17044","3"
"1265803688","STOP & SHOP PHARMACY 2582","3"
"1265988018","Organic Psychiatry","3"
"1285004416","STOP & SHOP PHARMACY 2590","3"
"1285188516","Home Solutions","3"
"1295192565","coram cvs/specialty infusion services","3"
"1306203161","NVISION LASER EYE CENTER","3"
"1306369269","RITE AID","3"
"1306369269","Rite Aid #17815","3"
"1306372230","Camden Health and Rehabilitation","3"
"1316318744","STOP & SHOP PHARMACY 2592","3"
"1336518174","STOP & SHOP PHARMACY 2585","3"
"1356707681","Bi-Mart Pharmacy #686","3"
"1366802647","Health Spectrum Pharmacy Services","3"
"1366812570","STOP & SHOP PHARMACY 2583","3"
"1366814824","Elizabethtown Eye Care","3"
"1366965360","G & R Health Mart Pharmacy","3"
"1376083899","HEB Pharmacy #732","3"
"1386190734","Brain Spine and Sleep Institute","3"
"1417480633","Coborn's LTC Pharmacy #2006","3"
"1457721680","STOP & SHOP PHARMACY 2595","3"
"1487108932","Dayton Children's Hospital - South Campus Pharmacy","3"
"1487108932","Dayton Children's Hospital-South Campus","3"
"1518336353","STOP & SHOP PHARMACY 2586","3"
"1558734186","Hall Family Pharmacy at Clarkrange","3"
"1558735654","Speciatly Pharmacy","3"
"1578088795","RITE AID #10692","3"
"1578088795","Rite Aid #19779","3"
"1588180269","RITE AID","3"
"1588180269","Rite Aid #19687","3"
"1588189369","Rite Aid #2002","3"
"1588194922","HomeFree Pharmacy Services","3"
"1598135725","STOP & SHOP PHARMACY 2578","3"
"1609246818","STOP & SHOP PHARMACY 2591","3"
"1629442173","GIANT PHARMACY 2311","3"
"1639624760","American Pharma Wholesale","3"
"1639692676","Rite Aid #17503","3"
"1649648395","STOP & SHOP PHARMACY 2594","3"
"1659808434","UNITED PHARMACY #552","3"
"1659825982","BioScrip Infusion Services","3"
"1679097935","RITE AID","3"
"1689044810","STOP & SHOP PHARMACY 2588","3"
"1689101826","Palmer Pharmacy","3"
"1689198418","RITE AID","3"
"1689198418","Rite Aid #19169","3"
"1699201541","Mayo Clinic Pharmacy Cannon Falls","3"
"1700259967","Hansen Clinic","3"
"1720458359","Advanced Dental Specialists","3"
"1730539487","Good Shepherd Community Clinic Pharmacy","3"
"1730624974","Affordable Family Dental Care","3"
"1730633066","BioScrip Infusion Services","3"
"1760904932","Professional Pharmacy Plus","3"
"1770031957","Pharmacorr","5"
"1780054049","Cal Care Pharmacy","3"
"1780126508","Alto Pharmacy","3"
"1780126508","Conception Pharmacy","3"
"1821456419","Excel Dental","3"
"1821511684","RITE AID #161","3"
"1821511684","Rite Aid #17824","3"
"1821545997","Corporate Health Partners","3"
"1851842223","Doc Your Dose Pharmacy","3"
"1861849804","Mercy Specialty Pharmacy Oklahoma City","3"
"1881062511","STOP & SHOP PHARMACY 2584","3"
"1891145561","Paragon sports Medicine","3"
"1912451030","NEIGHBORX PHARMACY AT ORMC","3"
"1932577624","STOP & SHOP PHARMACY 2593","3"
"1932623741","RITE AID","3"
"1932623741","Rite Aid #19065","3"
"1942724398","RITE AID","3"
"1942724398","Rite Aid #18269","3"
"1962948414","Piedmont Columbus Regional Midtown - John B Amos Cancer Center","3"
"1982130811","Ashton Health and Rehabilitation","3"
"1992170997","Hemmingsen Drug Store","3"
"1003391848","Mattawa Community Medical Clinic","3"
"1013495423","Riverview Professional Pharmacy","3"
"1023666708","Damm Pharmacy","3"
"1033623079","The Medicine Shoppe #1341","3"
"1033755731","Alto Pharmacy","3"
"1053873521","Forward Pharmacy of Columbus","3"
"1083103592","Modern Care OB/GYN","3"
"1134627805","Community, A Walgreens Pharmacy #21155","3"
"1134765837","Alto Pharmacy","3"
"1134768401","Warminster Square Pharmacy","3"
"1144708074","Village Pharmacy","3"
"1144734054","Clinic Pharmacy Powderly","5"
"1164932091","Forward Pharmacy of Deerfield","3"
"1174091557","Rubicon Rx","3"
"1184126328","The Frazier Foot and Ankle Center","3"
"1184258824","Austin Outpatient Pharmacy LLC","3"
"1194212977","Men's Vitality Center","5"
"1194212977","Vitality Internal Medicine","5"
"1205467123","Spartan Health & Fitness","3"
"1255899217","Cal-Hills Pharmacy","3"
"1255978136","Briargrove Pharmacy","3"
"1265992275","Peoples Pharmacy","3"
"1275038879","SUNPTR","5"
"1275165292","Heart and Soul Pediatrics","3"
"1275172975","COMMUNITY HEALTH CENTERS OF AMERICA","3"
"1275173841","HomeTown Pharmacy #48 - Mishawaka","3"
"1285192740","UC SMILES ORTHODONTICS","3"
"1295293744","CHI Health Pharmacy - Valley View","3"
"1295371573","Sigma Community Helath Care","3"
"1306493374","Derby Drug","3"
"1316426729","MEDSAVE LONG TERM CARE PHARMACY","3"
"1316428410","Regional One Health Pharmacy S. Third St.","3"
"1316428410","Regional One Health Pharmacy South Third Street","3"
"1326540865","Magnum NP","3"
"1356981922","HomeTown Pharmacy #51 Grand Rapids","3"
"1366079998","King's Quick Care","3"
"1366952293","Forward Pharmacy of McFarland","3"
"1376000950","Arvada Pharmacy","3"
"1376032847","MCIRx","3"
"1376032847","Mitchell Cancer Institute Pharmacy","3"
"1376039594","Paris Apothecary LTC","5"
"1376190991","U 1st Pharmacy","3"
"1376190991","You 1st Pharmacy","3"
"1376190991","You First Pharmacy","3"
"1407373186","Pat Wood Drug Store","3"
"1417411513","Alto Pharmacy","3"
"1417506213","Summit Foot And Ankle","3"
"1417578899","Alto Pharmacy","3"
"1427513902","Edgewood Dental","3"
"1427619865","Sheldon's Express Pharmacy #9","3"
"1437783529","Psychiatric Nurse Practitioner Services, LLC","5"
"1447890017","HomeTown Pharmacy #57 - Wadhams","3"
"1457877425","Del Norte Pharmacy of Eldorado","3"
"1457972754","ACCESS SPECIALTY PHARMACY","3"
"1467979971","Crystal Clinic Orthopaedic Center Outpatient Pharmacy","5"
"1477028579","Telemed Of Texas","3"
"1477079648","Rite Aid #19945","3"
"1487218137","Yvonne Washington-Turay","3"
"1508376682","Forward Pharmacy of Cottage Grove","3"
"1538648894","BOULDER CREEK PHARMACY","3"
"1548823370","Coushatta Family Pharmacy","3"
"1558875237","Moser's U-Save Pharmacy","3"
"1568975795","Standing Stone Family Practice, LLC","4"
"1578060323","Community, A Walgreens Pharmacy #21200","3"
"1578110540","Andover Drug","3"
"1598231912","Clearfork Pharmacy","3"
"1609420025","UT Southwestern Campus Pharmacy","3"
"1619465218","Choice Pharmacy","3"
"1629542493","Regional One Health Pharmacy PCS Walnut Grove","3"
"1659837698","GuidePoint Pharmacy #113","3"
"1689134868","Green River Medical Center Pharmacy","3"
"1699247429","Medical Health & Wellness Clinic","3"
"1730668708","Hocks Piqua Pharmacy","3"
"1730673385","Walgreens #21162","3"
"1750938726","Rose Hill Pharmacy","3"
"1760048755","Direct Dose Rx","3"
"1780213587","CUB PHARMACY #1965","3"
"1790243046","Thrifty White Pharmacy #793","3"
"1841764271","Dayspring Dental","3"
"1841846474","Designs in Dentistry","3"
"1851913917","St. Bishoy Medical Group","3"
"1851943898","TRB Drugry","3"
"1861055535","Alluvion Health Pharmacy","3"
"1861907966","Hollywood Smile","3"
"1861999377","BI-MART PHARMACY #689","3"
"1871050807","Cedar Road Dental","3"
"1871053538","Osborn Drugs Norman","3"
"1881258614","Sheldon's Express Pharmacy #8","3"
"1891204277","Bi-Mart Pharmacy #688","3"
"1891324026","St Helena Family Dentistry","3"
"1891326393","Eagle Pharmacy LTC","5"
"1891354932","Irina Staicu DO LLC","3"
"1902369879","CASTLE WINTON PHARMACY","3"
"1912402520","Pain Relief Solutions","3"
"1932626686","Rite Aid","3"
"1932660644","Texas Oncology Pharmacy - Cedar Park","3"
"1942788336","ABANA HEALTH PHARMACY","3"
"1942831839","CUB PHARMACY #1587","3"
"1952888356","Genscripts Pharmacy #4","3"
"1003426909","ZoomCare-Capitol Hill Broadway and Mercer","3"
"1043896921","Nudo's Pharmacy","3"
"1104409358","Houston Advanced Spine","3"
"1104594225","HANA LIKE HEALTH & WELLNESS","3"
"1124779905","Gelo's Point Pharmacy","3"
"1134796840","Efird Family Dental","3"
"1144830076","ZoomCare-Fremont","3"
"1144844507","Diamond Pharmacy Services","3"
"1154939304","University Hospitals Home Delivery","3"
"1174133086","ZoomCare- Edmonds","3"
"1174140297","RMO Eyecare LLC","5"
"1174273114","Good Graces Pharmacy","3"
"1184234072","ZoomCare- Ballard","3"
"1184385593","REFRESH SNORING AND SLEEP APNEA CENTER","3"
"1194313346","Flying Horse Medical Center","3"
"1205430477","Rowady Primary Physician Practice","3"
"1235736737","Alto Pharmacy","3"
"1235839218","Home Instead","3"
"1245993740","Walgreens #21403","3"
"1255090080","LTPS-OP","3"
"1275109340","Blackburn Drug","3"
"1316531999","St. Joseph's Hospital","3"
"1336763101","Family Vision Care","3"
"1346850286","ZoomCare- Redmond","3"
"1366112856","Hydrate Alaska","3"
"1376202887","VEENA S KATIKINENI MD INC","3"
"1386243368","The University of Kansas Hospital Addictions Clinic","5"
"1386254811","ZoomCare- Capitol Hill Station","3"
"1386261493","Keystone Primary Care","3"
"1407466303","ZoomCare- Belltown","3"
"1407556483","Ellie Mental Health Marlborough","3"
"1417540840","Corona Chemists","3"
"1437730934","Village Drug Shop of Athens LTC","5"
"1437769312","ZoomCare- The Mill","3"
"1437769320","ZoomCare- Bellevue A","3"
"1447846902","Bond County Pharmacy","3"
"1457932956","Village Drug Shop at Advantage LTC","5"
"1467062232","ZoomCare-University","3"
"1508452780","Vegas Pharmacy","3"
"1508500968","Madison","5"
"1518541473","Lehigh Valley Pharmacy Services","3"
"1528647930","Family Specialty Pharmacy","3"
"1538779137","ZoomCare- Vancouver Waterfront","3"
"1548870470","ZoomCare- Interbay","3"
"1548924020","CCC Pharmacy","3"
"1578187456","Coborn's Pharmacy #2047","3"
"1588274476","ZoomCare- Alderwood","3"
"1598350209","QUALITY-CARE PHARMACY LTC","3"
"1598350209","Quality Care Pharmacy LTC","3"
"1619587482","ZoomCare-West Seattle","3"
"1619628591","MedsPlus Pharmacy","3"
"1659002129","Shatz & Sands, Inc.","4"
"1659981272","ZoomCare-Shoreline","3"
"1669082533","ZoomCare-Southcenter","3"
"1679183578","ZoomCare-Bothell","3"
"1679246672","Walgreens #15023","3"
"1699340539","Aurora Long Term Care","3"
"1699362285","Tri Cities Treatment Center","3"
"1699420547","SHARI ANNE NUSSDORFER","3"
"1700452158","KLINGENSMITH'S DRUG STORES #7","3"
"1740890144","Downtown Drugs","3"
"1740890268","ZoomCare- Bellevue B","3"
"1760085880","Inovia Pharmacy","3"
"1770165987","CLEAR VISION CENTER","3"
"1770193294","ZoomCare-Wallingford","3"
"1770210643","Sheltering Arms Institute","3"
"1811501356","Coborn's Pharmacy #2001","3"
"1811507791","ZoomCare- Salmon Creek","3"
"1811665359","Pendleton Family Health","3"
"1811665359","James Pendleton ND","5"
"1831780873","Morton Plant Hospital","3"
"1831794866","Children's Hospital Medical Ctr - Retail Pharmacy","5"
"1831833441","Honest Rx","3"
"1841800752","ZoomCare-Downtown Seattle","3"
"1841818952","A Brighter Day Telepsychiatry","3"
"1861002842","ZoomCare- Mill Plain","3"
"1871187476","WINTER HAVEN HOSPITAL","3"
"1871255166","CCC Pharmacy","3"
"1871266213","Saira Saqib,MD","3"
"1891394128","Alto Pharmacy","3"
"1891443834","Women's Health New England","3"
"1932790110","THINK Telehealth, LLC","3"
"1942803135","Behaviorial Health of Bardwell","3"
"1952909053","City of Bridgeport Drugs","3"
"1982214961","ZoomCare - Grand Central","3"
"1982215992","DESERT ORTHOPAEDIC AND RHEUMATOLOGIC INSTITUTE","3"
"1245955863","We Care Rx Specialty And Infusion Pharmacy","3"
"1396162392","VITALITY FOREVER HEALTHCARE P.C","4"
"1396444717","Responsive Therapy & Consulting PLLC","4"
"1710615208","AZHALA MEDICARE TRANSPORTATION LLC","3"
"1710615208","ZAHALA Medicare transportation LLC","4"
"1902478936","Visiting Angels","3"
"1013261296","Encompass Health Rehabilitation Hospital of Littleton","3"
"1023184116","Outreach Health","3"
"1023184116","Outreach Home Care","3"
"1063763241","BETHESDA NEX PHCY","3"
"1073783122","Care Advantage","3"
"1073783122","Care Advantage, Inc.","3"
"1073783122","Team Nurse","3"
"1073783122","Team Nurse, Inc.","3"
"1114627122","Club Health Center of Vernon","3"
"1174608889","Care Advantage","3"
"1174608889","Care Advantage, Inc.","3"
"1174608889","Team Nurse South Boston","5"
"1184990814","AZUSA MEDICAL AND MENTAL HEALTH SERVICES","3"
"1194425199","Royal Care Inc Als","5"
"1205221488","Care Advantage Inc","3"
"1205221488","Care Advantage, Inc.","3"
"1205249042","CAMP PEND 13 eRx WCC PHCY","3"
"1205910981","Care Advantage","3"
"1205910981","Care Advantage, Inc.","3"
"1205910981","Team Nurse Danville","5"
"1215267158","Senior Helpers","3"
"1215997416","Cambridge Dialysis Center","3"
"1245930239","MDC Med Lab","3"
"1255419164","Care Advantage","3"
"1255419164","Care Advantage, Inc.","3"
"1255419164","Team Nurse Gretna","5"
"1336849330","Aanandha Health and Wellness","3"
"1396128203","Cannon Pharmacy Sedgefield","3"
"1427609213","Senior Helpers","3"
"1437856648","Prodigy Aesthetics and Primary Care","3"
"1477899110","Senior Helpers of Erie","3"
"1487354494","Results Physiotherapy","3"
"1487710281","Care Advantage","3"
"1487710281","Care Advantage, Inc.","3"
"1487710281","Team Nurse","5"
"1497455406","Kokoro Wellness","3"
"1538319942","Senior Helpers","3"
"1538592753","SPECTRUM HEALTH LAKELAND WATERVLIET MULTISPECIALTY CLINIC","3"
"1568547289","Care Advantage","3"
"1568547289","Care Advantage, Inc.","3"
"1568547289","Team Nurse South Hill","5"
"1568876605","CAMP PEND 13 ABC WCC PHCY","3"
"1619018561","NOLA Dermatology","3"
"1619053667","Care Advantage","3"
"1619053667","Care Advantage, Inc.","3"
"1619053667","Team Nurse Rocky Mount","5"
"1639695984","Coastal Plains","3"
"1669556387","Care Advantage","3"
"1669556387","Care Advantage, Inc","3"
"1669556387","Team Nurse Lynchburg","5"
"1679210264","DME MARKET LLC","4"
"1689374712","Trinity Dental Clinic","3"
"1699442574","LoGiurato Residence","5"
"1760736573","Care Advantage","3"
"1760736573","Care Advantage, Inc.","3"
"1760736573","Team Nurse - Wytheville","5"
"1801528591","Ultimate Care Medical Clinic","5"
"1851364558","HealthSouth Rehabilitation Hospital of Fort Worth","3"
"1932809944","Urogynecology Associates of Central Jersey Professional Corporation","3"
"1932809944","Urogynecology Associates of Central Jersey Professional Corporation","4"
"1962947952","SCK Health Clinic","3"
"1972688638","Care Advantage","3"
"1972688638","Care Advantage, Inc.","3"
"1972688638","Team Nurse Martinsville","5"
"1043624497","CAMP PEND 21 ABC WCC PHCY","3"
"1043910078","American Vision Partners","3"
"1043950769","GreaterHealth Pharmacy & Wellness","3"
"1053581322","Connect Hearing, Inc.","3"
"1063112092","PHC - Casa Grande IC","5"
"1073227856","Southern Adirondack Family Health-NP","3"
"1083893978","ANIL S PATEL INTERNAL MEDICINE PC","3"
"1083893978","ANIL S PATEL,INTERNALMEDICINE,P.C.","3"
"1083893978","ANIL S. PATEL INTERNAL MEDICINE PC","3"
"1083893978","Anil S Patel Internal Medicine,P.C.","3"
"1083893978","Anil S. Patel, Internal Medicine","3"
"1184798043","Hanger Clinic","3"
"1235207473","Outreach Health","3"
"1235207473","Outreach Home Care","3"
"1245645480","CAMP PEND 22 ABC WCC PHCY","3"
"1306160940","STRATTON AMBULANCE","3"
"1316958820","VYTOS PHARMACY","3"
"1316958820","Vyto's Pharmacy 1","3"
"1316958820","Vyto's Pharmacy 3","3"
"1336849363","SBHC - Rockdale Junior High School","3"
"1356041388","Makers Compounding Pharmacy","4"
"1366988925","Luminis Health Bariatric Surg ery","3"
"1407879315","Town East Rehabilitation and Healthcare Center","3"
"1447214812","St Louis Park Dialysis Center","3"
"1497455422","CHEMcare","3"
"1508159765","Connect Hearing, Inc.","3"
"1558061572","Shohola Township","3"
"1558061572","Shohola Township","5"
"1578563482","Encore Pharmacy #27","3"
"1598179905","CAMP PEND 31 ABC WCC PHCY","3"
"1598465510","A1 Assured Care and Consulting, LLC","4"
"1598465528","AWAKENINGS THERAPY GROUP, PLLC","3"
"1629681101","Eclipse Home Health","3"
"1639750458","UMC Free Clinic","3"
"1649442906","CENTRAL FLORIDA HEART CENTER","3"
"1679866826","Connect Hearing, Inc.","3"
"1700056918","Connect Hearing, Inc.","3"
"1700586716","Bend Chiropractic","3"
"1710193438","MetroHealth Inc.","3"
"1710686977","Armin Dental of Riverdale LLC","3"
"1750778569","DOD CHINA LAKE PHARMACY","3"
"1770283707","Mighty Kidz Services","3"
"1770294308","Ellie Mental Health","3"
"1790963130","Ridgeview Rehabilitation and Skilled Nursing","3"
"1811261258","UNITED FAMILY CARE NETWORK LLC","3"
"1831899855","Farmacia OPD-Hospital Menonita Ponce","3"
"1902506066","Cornerstone Caregiving","5"
"1912314253","Connect Hearing, Inc.","3"
"1942470166","Connect Hearing, Inc.","3"
"1003553645","Currency Circle Surgery Center","3"
"1063574952","Encore Pharmacy #31","3"
"1063584415","Carolina Digestive Endoscopy Center","3"
"1093127789","CAMP PEND 43 ABMC WCC PHCY","3"
"1104552587","Zion Medical Supply, LLC","4"
"1124591987","Sandstone Holladay","3"
"1124591987","Willow Wood Care Center","3"
"1124734827","Therapy in Colorado","5"
"1134610249","Avalon West Health & Rehabilitation","3"
"1134610249","Sandstone Taylorsville","3"
"1134829179","T&J UNLIMITED TRANSPORTATION INC","4"
"1134829252","Journey To Healing","3"
"1144623489","HepCare Pharmacy","3"
"1174014286","Sandstone Millcreek","3"
"1174014286","Woodland Park Rehabilitation and Care Center","3"
"1194439430","Pura Vida Recovery Services","3"
"1255687398","Powers Compounding Pharmacy","3"
"1285048348","CAMP PEND 41 ABC WCC PHCY","3"
"1295084309","HeartSavers","3"
"1295084309","HeartSavers Clinics","3"
"1306319140","Heritage Care Center","3"
"1306319140","Sandstone American Fork","3"
"1316677628","MUSC Florence Hospital Outpatient Pharmacy","3"
"1346444007","Prairie Family Medicine PLLC","4"
"1346958956","Action Transitions Agency LLC","3"
"1386381408","Wellness Avenue Surgery Center","3"
"1396454013","BHG Medical Services - Louisiana","3"
"1396845699","Encore Pharmacy #33","3"
"1407556442","Helen Medina Counseling","3"
"1467161844","AIM Healthcare Providers NM LLC","3"
"1487082087","SkinCare MT","3"
"1487396081","The HERE Center","3"
"1487396081","Hear My Voice, Inc","4"
"1508339367","Avalon Care Center-Bountiful","3"
"1508339367","Sandstone Bountiful","3"
"1518667559","Nightwater Medical Center","3"
"1619534997","ultimate pharmacy","3"
"1639879661","East Grant Community Health Center Pharmacy","3"
"1689165797","Heritage Hills Rehabilitation and Care Center","3"
"1689165797","Sandstone Nephi","3"
"1689774986","Encore Pharmacy #75","3"
"1740980788","Lotus Mental Health","3"
"1750400065","Clinton Counseling Center","3"
"1750872867","Pioneer Care Center","3"
"1750872867","Sandstone Pioneer Trail","3"
"1760973879","North Canyon Care Center","3"
"1760973879","Sandstone North Park","3"
"1780157529","Avalon Valley Rehabilitation","3"
"1780157529","Sandstone South Lake","3"
"1811697840","Buffalo Spine & Sport Chiropractic","3"
"1821760612","Safe Connections","5"
"1861965600","Canyon Rim Care Center","3"
"1861965600","Sandstone Canyon Rim","3"
"1881008977","CAMP PEND 33 ABC WCC PHCY","3"
"1922599950","Sandstone Brigham City","3"
"1922599950","Willow Glen Health & Rehab","3"
"1932672771","Richfield Rehabilitation and Care Center","3"
"1932672771","Sandstone Richfield","3"
